Ticker,Origin,Company,Sector,Group,Category,Loss,Income Drop, Flag
VRTA,USA,Vestin Realty Mortgage I Inc,Financial,REIT - Diversified,Real Estate,5,1,
VRSK,USA,Verisk Analytics Inc,Services,Business Services,Diversified Services,0,2,
VRSN,USA,Verisign Inc,Technology,Internet Information Providers,Internet,1,2,
VRS,USA,Verso Corp,Consumer Goods,Paper & Paper Products,Consumer NonDurables,7,3,
VRNS,USA,Varonis Systems Inc,Technology,Technical & System Software,Computer Software & Services,7,4,
VRNT,USA,Verint Systems Inc,Technology,Business Software & Services,Computer Software & Services,2,4,
VRML,USA,Vermillion Inc,Healthcare,Diagnostic Substances,Drugs,10,5,
VRA,USA,Vera Bradley Inc,Consumer Goods,Textile - Apparel Footwear & Accessories,Consumer NonDurables,0,6,
VREX,USA,Varex Imaging Corp,N/D,-,-,0,1,
VRAY,USA,Viewray Inc,Healthcare,Medical Appliances & Equipment,Health Services,7,5,
VOYA,USA,Voya Financial Inc,Financial,Asset Management,Financial Services,3,4,
VPG,USA,Vishay Precision Group Inc,Technology,Scientific & Technical Instruments,Electronics,1,4,
VOXX,USA,VOXX International Corp,Consumer Goods,Auto Parts,Automotive,6,4,
VNTR,United Kingdom,Venator Materials PLC,Basic Materials,Chemicals - Major Diversified,Chemicals,1,0,
VNOM,USA,Viper Energy Partners LP,Basic Materials,Independent Oil & Gas,Energy,1,3,
VNRX,USA,VolitionRX Ltd,Healthcare,Medical Laboratories & Research,Health Services,9,4,
VNE,Sweden,Veoneer Inc,N/D,-,-,3,2,
VNDA,USA,Vanda Pharmaceuticals Inc,Healthcare,Biotechnology,Drugs,6,3,
VNCE,USA,Vince Holding Corp,Consumer Goods,Textile - Apparel Clothing,Consumer NonDurables,3,3,
VMI,USA,Valmont Industries Inc,Industrial Goods,Metal Fabrication,Manufacturing,0,4,
VMW,USA,VMware Inc,Technology,Technical & System Software,Computer Software & Services,0,2,
VMC,USA,Vulcan Materials Co,Industrial Goods,General Building Materials,Materials & Construction,3,2,
VLY,USA,Valley National Bancorp,Financial,Regional - Northeast Banks,Banking,0,4,
VLO,USA,Valero Energy Corp,Basic Materials,Oil & Gas Refining & Marketing,Energy,1,4,
VLGEA,USA,Village Super Market Inc,Services,Grocery Stores,Retail,0,6,
VIVO,USA,Meridian Bioscience Inc,Healthcare,Diagnostic Substances,Drugs,0,4,
VIVE,Canada,Viveve Medical Inc,Healthcare,Medical Appliances & Equipment,Health Services,10,7,
VIRT,USA,Virtu Financial Inc,Financial,Investment Brokerage - National,Financial Services,1,3,
VIRC,USA,Virco Mfg. Corp,Consumer Goods,Business Equipment,Consumer Durables,6,4,
VICR,USA,Vicor Corp,Technology,Diversified Electronics,Electronics,5,6,
VIAV,USA,Viavi Solutions Inc,Technology,Semiconductor - Integrated Circuits,Electronics,6,5,
VIACA,USA,ViacomCBS Inc,Services,Entertainment - Diversified,Media,0,3,
VIAC,USA,ViacomCBS Inc,Services,Entertainment - Diversified,Media,0,3,
VHI,USA,Valhi Inc,Basic Materials,Chemicals - Major Diversified,Chemicals,3,4,
VHC,USA,VirnetX Holding Corp,Technology,Internet Software & Services,Internet,9,5,
VGR,USA,Vector Group Ltd,Consumer Goods,Cigarettes,Tobacco,0,2,
VG,USA,Vonage Holdings Corp,Technology,Diversified Communication Services,Telecommunications,2,6,
VERU,USA,Veru Inc,Consumer Goods,Personal Products,Consumer NonDurables,4,5,
VEEV,USA,Veeva Systems Inc,Technology,Healthcare Information Services,Computer Software & Services,0,0,
,USA,Genocea Biosciences Inc,Healthcare,Biotechnology,Drugs,8,5,
GNC,USA,GNC Holdings Inc,Services,Drug Stores,Retail,3,4,
GNBC,USA,Green Bancorp Inc,Financial,Money Center Banks,Banking,1,1,
GMS,USA,GMS Inc,Industrial Goods,General Building Materials,Materials & Construction,0,1,
GMED,USA,Globus Medical Inc,Healthcare,Medical Appliances & Equipment,Health Services,0,2,
GME,USA,GameStop Corp,Services,Electronics Stores,Retail,3,5,
GM,USA,General Motors Co,Consumer Goods,Auto Manufacturers - Major,Automotive,1,6,
GLYC,USA,GlycoMimetics Inc,Healthcare,Biotechnology,Drugs,8,5,
GLW,USA,Corning Inc,Technology,Diversified Electronics,Electronics,1,5,
GLUU,USA,Glu Mobile Inc,Technology,Multimedia & Graphics Software,Computer Software & Services,8,4,
GLT,USA,P H Glatfelter Co,Consumer Goods,Paper & Paper Products,Consumer NonDurables,2,4,
GLRE,Cayman Islands,Greenlight Capital Re Ltd,Financial,Accident & Health Insurance,Insurance,4,5,
GLP,USA,Global Partners LP,Services,Basic Materials Wholesale,Wholesale,1,4,
GLOW,USA,Glowpoint Inc,Technology,Diversified Communication Services,Telecommunications,8,4,
GLG,USA,China Commercial Credit Inc,Financial,Credit Services,Financial Services,2,1,
GLF,USA,GulfMark Offshore Inc,Basic Materials,Oil & Gas Equipment & Services,Energy,5,5,
GLDD,USA,Great Lakes Dredge & Dock Corp,Industrial Goods,Heavy Construction,Materials & Construction,6,6,
GLBZ,USA,Glen Burnie Bancorp,Financial,Regional - Mid-Atlantic Banks,Banking,0,1,
GLBR,USA,Global Brokerage Inc,Financial,Investment Brokerage - National,Financial Services,2,6,
GLBL,USA,TerraForm Global Inc,Utilities,Diversified Utilities,Utilities,4,2,
GL,USA,Globe Life Inc.,Financial,Life Insurance,Insurance,0,2,
GKOS,USA,Glaukos Corp,Healthcare,Medical Instruments & Supplies,Health Services,3,2,
GIS,USA,General Mills Inc,Consumer Goods,Processed & Packaged Goods,Food & Beverage,0,4,
GIMO,USA,Gigamon Inc,Technology,Networking & Communication Devices,Computer Hardware,3,2,
GILD,USA,Gilead Sciences Inc,Healthcare,Biotechnology,Drugs,0,5,
GIII,USA,G-III Apparel Group Ltd,Consumer Goods,Textile - Apparel Clothing,Consumer NonDurables,0,1,
GIG,USA,GigCapital Inc,Technology,Semiconductor - Integrated Circuits,Electronics,6,3,
GIGA,USA,Giga-tronics Inc,Technology,Scientific & Technical Instruments,Electronics,8,2,
GIFI,USA,Gulf Island Fabrication Inc,Basic Materials,Oil & Gas Equipment & Services,Energy,6,5,
GI,USA,EndoChoice Holdings Inc,Healthcare,Medical Instruments & Supplies,Health Services,3,2,
GHM,USA,Graham Corp,Industrial Goods,Metal Fabrication,Manufacturing,3,5,
GHL,USA,Greenhill & Co Inc,Financial,Investment Brokerage - Regional,Financial Services,1,6,
GHDX,USA,Genomic Health Inc,Healthcare,Medical Laboratories & Research,Health Services,5,3,
GHC,USA,Graham Holdings Co,Services,Publishing - Newspapers,Media,1,3,
GH,USA,Guardant Health Inc,Healthcare,Medical Appliances & Equipment,Health Services,3,2,
GGG,USA,Graco Inc,Industrial Goods,Diversified Machinery,Manufacturing,0,3,
GFN,USA,General Finance Corp,Services,Rental & Leasing Services,Diversified Services,4,2,
GFF,USA,Griffon Corp,Industrial Goods,General Building Materials,Materials & Construction,2,6,
GFED,USA,Guaranty Federal Bancshares Inc,Financial,Regional - Southwest  Banks,Banking,0,1,
GEVO,USA,Gevo Inc,Basic Materials,Chemicals - Major Diversified,Chemicals,10,6,
GES,USA,Guess? Inc,Services,Apparel Stores,Retail,1,7,
GERN,USA,Geron Corp,Healthcare,Biotechnology,Drugs,9,3,
GENC,USA,Gencor Industries Inc,Industrial Goods,Farm & Construction Machinery,Manufacturing,3,3,
GEN,USA,Genesis Healthcare Inc,Healthcare,Long-Term Care Facilities,Health Services,7,4,
GEF,USA,Greif Inc,Consumer Goods,Packaging & Containers,Consumer NonDurables,0,4,
GEL,USA,Genesis Energy LP,Basic Materials,Oil & Gas Pipelines,Energy,1,4,
GEC,USA,Great Elm Capital Group Inc,Technology,Application Software,Computer Software & Services,7,4,
GE,USA,General Electric Co,Industrial Goods,Diversified Machinery,Manufacturing,4,6,
GDOT,USA,Green Dot Corp,Financial,Credit Services,Financial Services,0,4,
GDEN,USA,Golden Entertainment Inc,Services,General Entertainment,Leisure,4,6,
GDDY,USA,GoDaddy Inc,Technology,Internet Software & Services,Internet,3,1,
GD,USA,General Dynamics Corp,Industrial Goods,Aerospace/Defense Products & Services,Aerospace/Defense,1,4,
GCP,USA,GCP Applied Technologies Inc,Basic Materials,Specialty Chemicals,Chemicals,0,1,
GCO,USA,Genesco Inc,Services,Apparel Stores,Retail,2,3,
GCBC,USA,Greene County Bancorp Inc,Financial,Savings & Loans,Banking,0,0,
GCAP,USA,GAIN Capital Holdings Inc,Financial,Investment Brokerage - National,Financial Services,3,5,
GBX,USA,Greenbrier Companies Inc,Services,Railroads,Transportation,1,3,
GBT,USA,Global Blood Therapeutics Inc,Healthcare,Biotechnology,Health Services,6,5,
GBNK,USA,Guaranty Bancorp,Financial,Regional - Mid-Atlantic Banks,Banking,1,1,
GBLI,Cayman Islands,Global Indemnity Ltd,Financial,Property & Casualty Insurance,Insurance,4,4,
GBL,USA,GAMCO Investors Inc,Financial,Asset Management,Financial Services,0,4,
GBCI,USA,Glacier Bancorp Inc,Financial,Regional - Pacific Banks,Banking,0,2,
GATX,USA,GATX Corp,Consumer Goods,"Recreational Goods,Other",Consumer Durables,0,1,
GAS,USA,AGL Resources Inc,Utilities,Gas Utilities,Utilities,2,4,
GABC,USA,German American Bancorp Inc,Financial,Regional - Midwest Banks,Banking,0,0,
G,Bermuda,Genpact Ltd,Services,Business Services,Diversified Services,0,4,
FWRD,USA,Forward Air Corp,Services,Air Delivery & Freight Services,Transportation,0,4,
FWONK,USA,Liberty Media Corp,Services,Broadcasting - TV,Media,0,4,
FWONA,USA,Liberty Media Corp,Services,Broadcasting - TV,Media,0,4,
FVE,USA,Five Star Senior Living Inc,Healthcare,Long-Term Care Facilities,Health Services,7,4,
FUR,USA,Winthrop Realty Trust Inc,Financial,REIT - Diversified,Real Estate,0,2,
FUN,USA,Cedar Fair LP,Services,General Entertainment,Leisure,1,3,
FUL,USA,HB Fuller Co,Basic Materials,Specialty Chemicals,Chemicals,0,4,
FULT,USA,Fulton Financial Corp,Financial,Regional - Northeast Banks,Banking,0,4,
FUEL,USA,Rocket Fuel Inc,Services,Advertising Agencies,Media,6,4,
FTV,USA,Fortive Corp,Technology,Scientific & Technical Instruments,Electronics,0,2,
FTSI,USA,FTS International Inc,N/D,-,-,1,,
FTR,USA,Frontier Communications Corp,Technology,Telecom Services - Domestic,Telecommunications,5,6,
FTNT,USA,Fortinet Inc,Technology,Application Software,Computer Software & Services,0,5,
FTK,USA,Flotek Industries Inc,Basic Materials,Oil & Gas Equipment & Services,Energy,6,4,
FTI,USA,TechnipFMC PLC,Basic Materials,Oil & Gas Equipment & Services,Energy,2,4,
FTFT,USA,Future Fintech Group Inc,Consumer Goods,Beverages - Soft Drinks,Food & Beverage,4,6,
FTAI,USA,Fortress Transportation and Infrastructure Investors LLC,Services,Rental & Leasing Services,Diversified Services,4,2,
FSYS,USA,Fuel Systems Solutions Inc,Consumer Goods,Auto Parts,Automotive,5,3,
FSTR,USA,L.B. Foster Co,Services,Railroads,Transportation,3,5,
FSS,USA,Federal Signal Corp,Industrial Goods,Pollution & Treatment Controls,Manufacturing,2,4,
FSLR,USA,First Solar Inc,Technology,Semiconductor - Specialized,Electronics,5,4,
FSLY,USA,Fastly Inc,Technology,Application Software,Computer Software & Services,2,1,
FSL,Bermuda,Freescale Semiconductor Ltd,Technology,Semiconductor - Integrated Circuits,Electronics,6,3,
FSI,USA,Flexible Solutions International Inc,Basic Materials,Specialty Chemicals,Chemicals,4,4,
FSGI,USA,First Security Group Inc,Financial,Regional - Northeast Banks,Banking,4,1,
FSFG,USA,First Savings Financial Group Inc,Financial,Regional - Midwest Banks,Banking,0,0,
FSBW,USA,FS Bancorp Inc,Financial,Regional - Pacific Banks,Banking,0,2,
FSBK,USA,First South Bancorp Inc,Financial,Savings & Loans,Banking,1,1,
FSAM,USA,Fifth Street Asset Management Inc,Financial,Asset Management,Financial Services,2,3,
FSBC,USA,FSB Community Bankshares Inc,Financial,Regional - Northeast Banks,Banking,1,2,
FRSH,USA,Papa Murphys Holdings Inc,Services,Specialty Eateries,Leisure,1,2,
FRPT,USA,Freshpet Inc,Consumer Goods,Food - Major Diversified,Food & Beverage,7,3,
FRPH,USA,FRP Holdings Inc,Financial,Property Management,Real Estate,0,4,
FRM,USA,Furmanite Corp,Industrial Goods,General Building Materials,Materials & Construction,1,3,
FRGI,USA,Fiesta Restaurant Group Inc,Services,Restaurants,Leisure,2,3,
FRD,USA,Friedman Industries Inc,Basic Materials,Steel & Iron,Metals & Mining,4,6,
FRBK,USA,Republic First Bancorp Inc,Financial,Regional - Northeast Banks,Banking,3,3,
FRAC,USA,Keane Group Inc,Basic Materials,Oil & Gas Equipment & Services,Energy,2,1,
FPRX,USA,Five Prime Therapeutics Inc,Healthcare,Biotechnology,Drugs,7,4,
FPH,USA,Five Point Holdings LLC,Financial,Property Management,Real Estate,2,1,
FOXF,USA,Fox Factory Holding Corp,Consumer Goods,Recreational Vehicles,Automotive,0,1,
FOSL,USA,Fossil Group Inc,Consumer Goods,Textile - Apparel Footwear & Accessories,Consumer NonDurables,3,4,
FORR,USA,Forrester Research Inc,Services,Research Services,Diversified Services,1,4,
FORM,USA,FormFactor Inc,Technology,Semiconductor - Broad Line,Electronics,7,3,
FORD,USA,Forward Industries Inc,Consumer Goods,Textile - Apparel Footwear & Accessories,Consumer NonDurables,7,6,
FOR,USA,Forestar Group Inc,Financial,Real Estate Development,Real Estate,1,5,
FONR,USA,Fonar Corp,Healthcare,Medical Appliances & Equipment,Health Services,0,1,
FOMX,Israel,Foamix Pharmaceuticals Ltd,Healthcare,Biotechnology,Drugs,3,1,
FOLD,USA,Amicus Therapeutics Inc,Healthcare,Biotechnology,Drugs,10,9,
FOGO,USA,Fogo De Chao Inc,Services,Restaurants,Leisure,0,1,
FOE,USA,Ferro Corp,Basic Materials,Specialty Chemicals,Chemicals,2,5,
FNWB,USA,First Northwest Bancorp,Financial,Savings & Loans,Banking,1,1,
FNSR,USA,Finisar Corp,Technology,Networking & Communication Devices,Computer Hardware,4,5,
FNLC,USA,First Bancorp Inc,Financial,Regional - Northeast Banks,Banking,0,1,
FNKO,USA,Funko Inc,Consumer Goods,Toys & Games,Consumer Durables,0,1,
FNJN,USA,Finjan Holdings Inc,Technology,Application Software,Computer Software & Services,6,4,
FNHC,USA,Federated National Holding Co,Financial,Property & Casualty Insurance,Insurance,3,3,
FNGN,USA,Financial Engines Inc,Financial,Asset Management,Financial Services,0,3,
FNFG,USA,First Niagara Financial Group Inc,Financial,Regional - Northeast Banks,Banking,1,3,
FNFV,USA,Fidelity National Financial Inc,Financial,Surety & Title Insurance,Insurance,0,3,
FNF,USA,Fidelity National Financial Inc,Financial,Surety & Title Insurance,Insurance,0,3,
FND,USA,Floor & Decor Holdings Inc,Services,Home Improvement Stores,Retail,0,0,
FNB,USA,F.N.B. Corp,Financial,Regional - Southeast Banks,Banking,0,0,
FN,Cayman Islands,Fabrinet,Consumer Goods,Electronic Equipment,Consumer Durables,1,3,
FMNB,USA,Farmers National Banc Corp,Financial,Regional - Midwest Banks,Banking,0,2,
FMI,USA,Foundation Medicine Inc,Healthcare,Medical Laboratories & Research,Health Services,7,5,
FMER,USA,FirstMerit Corp,Financial,Regional - Northeast Banks,Banking,0,1,
FMC,USA,FMC Corp,Basic Materials,Chemicals - Major Diversified,Chemicals,0,4,
FMBI,USA,First Midwest Bancorp Inc,Financial,Regional - Midwest Banks,Banking,2,3,
FMBH,USA,First Mid-Illinois Bancshares Inc,Financial,Regional - Midwest Banks,Banking,0,0,
FLXS,USA,Flexsteel Industries Inc,Consumer Goods,Home Furnishings & Fixtures,Consumer Durables,2,2,
FLXN,USA,Flexion Therapeutics Inc,Healthcare,Drugs - Generic,Drugs,7,5,
FLWS,USA,1-800-Flowers.Com Inc,Services,"Specialty Retail,Other",Specialty Retail,0,3,
FLT,USA,Fleetcor Technologies Inc,Services,Business Services,Diversified Services,0,1,
FLS,USA,Flowserve Corp,Industrial Goods,Diversified Machinery,Manufacturing,0,4,
FLR,USA,Fluor Corp,Industrial Goods,Heavy Construction,Materials & Construction,1,7,
FLO,USA,Flowers Foods Inc,Consumer Goods,Processed & Packaged Goods,Food & Beverage,0,4,
FLOW,USA,SPX FLOW Inc,Industrial Goods,Diversified Machinery,Manufacturing,2,3,
FLMN,USA,Falcon Minerals Corp,Basic Materials,Independent Oil & Gas,Energy,0,1,
FLL,USA,Full House Resorts Inc,Services,Resorts & Casinos,Leisure,7,4,
FLIR,USA,FLIR Systems Inc,Technology,Scientific & Technical Instruments,Electronics,0,5,
FLIC,USA,First of Long Island Corp,Financial,Regional - Northeast Banks,Banking,0,1,
FLGT,USA,Fulgent Genetics Inc,Healthcare,Medical Laboratories & Research,Health Services,4,2,
FLEX,Singapore,Flex Ltd,Technology,Printed Circuit Boards,Electronics,1,5,
FLDM,USA,Fluidigm Corp,Healthcare,Medical Laboratories & Research,Health Services,10,5,
FL,USA,Foot Locker Inc,Consumer Goods,Textile - Apparel Footwear & Accessories,Consumer NonDurables,0,2,
FIZZ,USA,National Beverage Corp,Consumer Goods,Beverages - Soft Drinks,Food & Beverage,0,3,
FIX,USA,Comfort Systems USA Inc,Industrial Goods,General Contractors,Materials & Construction,1,3,
FIVN,USA,Five9 Inc,Technology,Application Software,Computer Software & Services,7,2,
FIVE,USA,Five Below Inc,Services,"Specialty Retail,Other",Specialty Retail,0,0,
FITB,USA,Fifth Third Bancorp,Financial,Regional - Midwest Banks,Banking,0,2,
FIT,USA,Fitbit Inc,Technology,Scientific & Technical Instruments,Electronics,4,3,
FISV,USA,Fiserv Inc,Services,Business Services,Diversified Services,0,4,
FISI,USA,Financial Institutions Inc,Financial,Regional - Mid-Atlantic Banks,Banking,0,1,
FIS,USA,Fidelity National Information Services Inc,Technology,Information Technology Services,Computer Software & Services,0,5,
FIG,USA,Fortress Investment Group LLC,Financial,Asset Management,Financial Services,2,3,
FICO,USA,Fair Isaac Corp,Technology,Business Software & Services,Computer Software & Services,0,2,
FIBK,USA,First Interstate BancSystem Inc,Financial,Regional - Pacific Banks,Banking,0,1,
FI,Netherlands,Franks International NV,Basic Materials,Oil & Gas Pipelines,Energy,4,4,
FHN,USA,First Horizon National Corp,Financial,Regional - Southeast Banks,Banking,2,4,
FHB,USA,First Hawaiian Inc,Financial,Regional - Pacific Banks,Banking,0,1,
FGP,USA,Ferrellgas Partners LP,Basic Materials,Oil & Gas Refining & Marketing,Energy,6,5,
FGL,USA,Fidelity & Guaranty Life,Financial,Life Insurance,Insurance,0,3,
FGBI,USA,First Guaranty Bancshares Inc,Financial,Regional - Southeast Banks,Banking,0,2,
FGEN,USA,FibroGen Inc,Healthcare,Biotechnology,Drugs,6,2,
FFWM,USA,First Foundation Inc,Financial,Regional - Midwest Banks,Banking,0,0,
FFKT,USA,Farmers Capital Bank Corp,Financial,Regional - Southeast Banks,Banking,0,2,
FFNW,USA,First Financial Northwest Inc,Financial,Regional - Pacific Banks,Banking,1,5,
FFIV,USA,F5 Networks Inc,Technology,Business Software & Services,Computer Software & Services,0,2,
FFIN,USA,First Financial Bankshares Inc,Financial,Regional - Southwest  Banks,Banking,0,0,
FFIC,USA,Flushing Financial Corp,Financial,Savings & Loans,Banking,0,3,
FFG,USA,FBL Financial Group Inc,Financial,Life Insurance,Insurance,0,2,
FFBC,USA,First Financial Bancorp,Financial,Regional - Midwest Banks,Banking,0,1,
FF,USA,FutureFuel Corp,Basic Materials,Chemicals - Major Diversified,Chemicals,0,3,
FEYE,USA,FireEye Inc,Technology,Application Software,Computer Software & Services,9,4,
FET,USA,Forum Energy Technologies Inc,Basic Materials,Oil & Gas Equipment & Services,Energy,5,4,
FELP,USA,Foresight Energy LP,Basic Materials,Nonmetallic Mineral Mining,Metals & Mining,4,3,
FELE,USA,Franklin Electric Co Inc,Industrial Goods,Industrial Electrical Equipment,Manufacturing,0,4,
FEIM,USA,Frequency Electronics Inc,Technology,Communication Equipment,Telecommunications,5,6,
FE,USA,FirstEnergy Corp,Utilities,Electric Utilities,Utilities,2,7,
FDX,USA,FedEx Corp,Services,Air Delivery & Freight Services,Transportation,1,4,
FDS,USA,FactSet Research Systems Inc,Technology,Information & Delivery Services,Computer Software & Services,0,1,
FDP,Cayman Islands,Fresh Del Monte Produce Inc,Consumer Goods,Farm Products,Food & Beverage,3,5,
FDML,USA,Federal-Mogul Holdings Corp,Consumer Goods,Auto Parts,Automotive,4,3,
FCX,USA,Freeport-McMoRan Inc,Basic Materials,Copper,Metals & Mining,4,5,
FDEF,USA,First Defiance Financial Corp,Financial,Savings & Loans,Banking,0,0,
FCVA,USA,First Capital Bancorp Inc,Financial,Regional - Mid-Atlantic Banks,Banking,3,1,
FCTY,USA,1st Century Bancshares Inc,Financial,Regional - Mid-Atlantic Banks,Banking,0,1,
FCS,USA,Fairchild Semiconductor International Inc,Technology,Semiconductor - Integrated Circuits,Electronics,3,4,
FCNCA,USA,First Citizens BancShares Inc,Financial,Regional - Mid-Atlantic Banks,Banking,0,2,
FCN,USA,FTI Consulting Inc,Services,Management Services,Diversified Services,2,3,
FCLF,USA,First Clover Leaf Financial Corp,Financial,Regional - Northeast Banks,Banking,0,0,
FCFS,USA,FirstCash Inc,Financial,Credit Services,Financial Services,0,2,
FCFP,USA,First Community Financial Partners Inc,Financial,Regional - Midwest Banks,Banking,0,1,
FCEL,USA,FuelCell Energy Inc,Utilities,Diversified Utilities,Utilities,11,6,
FCF,USA,First Commonwealth Financial Corp,Financial,Regional - Northeast Banks,Banking,0,3,
FCCY,USA,1st Constitution Bancorp,Financial,Regional - Northeast Banks,Banking,0,1,
FCCO,USA,First Community Corp,Financial,Regional - Southwest  Banks,Banking,0,0,
FCBC,USA,First Community Bancshares Inc,Financial,Regional - Mid-Atlantic Banks,Banking,0,3,
FCB,USA,FCB Financial Holdings Inc,Financial,Regional - Southeast Banks,Banking,0,0,
FCAP,USA,First Capital Inc,Financial,Savings & Loans,Banking,0,0,
FC,USA,Franklin Covey Co,Services,Education & Training Services,Diversified Services,3,3,
FBSS,USA,Fauquier Bankshares Inc,Financial,Regional - Southeast Banks,Banking,1,3,
FBRC,USA,FBR & Co,Financial,Investment Brokerage - National,Financial Services,5,4,
FBP,Puerto Rico,First Bancorp,Financial,Foreign Regional Banks,Banking,2,3,
FBNK,USA,First Connecticut Bancorp Inc,Financial,Money Center Banks,Banking,1,1,
FBMS,USA,First Bancshares Inc,Financial,Regional - Southeast Banks,Banking,0,0,
FBM,USA,Foundation Building Materials Inc,Industrial Goods,General Building Materials,Materials & Construction,2,1,
FBK,USA,FB Financial Corp,Financial,Regional - Mid-Atlantic Banks,Banking,0,0,
FBIO,USA,Fortress Biotech Inc,Healthcare,Biotechnology,Drugs,10,6,
FBHS,USA,Fortune Brands Home & Security Inc,Consumer Goods,Home Furnishings & Fixtures,Consumer Durables,1,2,
FB,USA,Facebook Inc,Technology,Internet Information Providers,Internet,0,2,
FBC,USA,Flagstar Bancorp Inc,Financial,Savings & Loans,Banking,2,2,
FATE,USA,Fate Therapeutics Inc,Healthcare,Biotechnology,Drugs,8,7,
FAST,USA,Fastenal Co,Services,Industrial Equipment Wholesale,Wholesale,0,1,
FARO,USA,FARO Technologies Inc,Technology,Scientific & Technical Instruments,Electronics,3,6,
FARM,USA,Farmer Bros Co,Consumer Goods,Processed & Packaged Goods,Food & Beverage,7,4,
FANG,USA,Diamondback Energy Inc,Basic Materials,Independent Oil & Gas,Energy,3,3,
FALC,USA,FalconStor Software Inc,Technology,Application Software,Computer Software & Services,10,2,
FAF,USA,First American Financial Corp,Financial,Property & Casualty Insurance,Insurance,0,3,
F,USA,Ford Motor Co,Consumer Goods,Auto Manufacturers - Major,Automotive,2,6,
EZPW,USA,EZCORP Inc,Financial,Credit Services,Financial Services,3,4,
EYES,USA,Second Sight Medical Products Inc,Healthcare,Medical Appliances & Equipment,Health Services,6,2,
EYEG,USA,EyeGate Pharmaceuticals Inc,Healthcare,Biotechnology,Drugs,6,2,
EXTR,USA,Extreme Networks Inc,Technology,Networking & Communication Devices,Computer Hardware,7,5,
EXTN,USA,Exterran Corp,Services,Rental & Leasing Services,Diversified Services,2,4,
EXPO,USA,Exponent Inc,Services,Management Services,Diversified Services,0,1,
EXPR,USA,Express Inc,Services,Apparel Stores,Retail,1,7,
EXPE,USA,Expedia Inc,Services,Lodging,Leisure,0,3,
EXPD,USA,Expeditors International of Washington Inc,Services,Air Delivery & Freight Services,Transportation,0,3,last year drop
EXLS,USA,Exlservice Holdings Inc,Services,Business Services,Diversified Services,0,2,
EXEL,USA,Exelixis Inc,Healthcare,Biotechnology,Drugs,6,4,
EXAS,USA,Exact Sciences Corp,Healthcare,Medical Laboratories & Research,Health Services,10,6,
EXC,USA,Exelon Corp,Utilities,Diversified Utilities,Utilities,0,5,
EXAR,USA,Exar Corp,Technology,Semiconductor - Integrated Circuits,Electronics,4,1,
EXAC,USA,Exactech Inc,Healthcare,Medical Appliances & Equipment,Health Services,2,3,
EWBC,USA,East West Bancorp Inc,Financial,Foreign Money Center Banks,Banking,0,1,
EW,USA,Edwards Lifesciences Corp,Healthcare,Medical Appliances & Equipment,Health Services,0,1,
EVTC,Puerto Rico,Evertec Inc,Technology,Business Software & Services,Computer Software & Services,1,3,
EVRI,USA,Everi Holdings Inc,Financial,Credit Services,Financial Services,3,4,
EVR,USA,Evercore Inc,Financial,Asset Management,Financial Services,0,2,
EVRG,USA,Evergy Inc,Utilities,Electric Utilities,Utilities,1,4,
EVOL,USA,Evolving Systems Inc,Technology,Technical & System Software,Computer Software & Services,2,4,
EVK,USA,Ever-Glory International Group Inc,Consumer Goods,Textile - Apparel Clothing,Consumer NonDurables,1,5,
EVI,USA,EVI Industries Inc,Industrial Goods,Diversified Machinery,Manufacturing,0,0,
EVHC,USA,Envision Healthcare Corp,Healthcare,Long-Term Care Facilities,Health Services,0,1,
EVH,USA,Evolent Health Inc,Technology,Healthcare Information Services,Computer Software & Services,4,2,
EVER,USA,EverQuote Inc,Technology,Internet Software & Services,Internet,3,3,
EVDY,USA,Everyday Health Inc,Technology,Application Software,Computer Software & Services,3,2,
EVC,USA,Entravision Communications Corp,Services,Broadcasting - TV,Media,2,5,
EVBS,USA,Eastern Virginia Bankshares Inc,Financial,Regional - Southeast Banks,Banking,2,3,
EVBN,USA,Evans Bancorp Inc,Financial,Regional - Northeast Banks,Banking,0,2,
EVA,USA,Enviva Partners LP,Industrial Goods,"Lumber,Wood Production",Materials & Construction,1,3,
ETSY,USA,Etsy Inc,Services,"Specialty Retail,Other",Specialty Retail,3,2,
ETR,USA,Entergy Corp,Utilities,Electric Utilities,Utilities,2,5,
ETN,Ireland,Eaton Corporation PLC,Industrial Goods,Diversified Machinery,Manufacturing,0,3,
ETP,USA,Energy Transfer Partners LP,Basic Materials,Oil & Gas Pipelines,Energy,0,2,
ETM,USA,Entercom Communications Corp,Services,Broadcasting - Radio,Media,2,3,
ETH,USA,Ethan Allen Interiors Inc,Consumer Goods,Home Furnishings & Fixtures,Consumer Durables,1,4,
ETFC,USA,E*TRADE Financial Corp,Financial,Investment Brokerage - National,Financial Services,2,3,
ET,USA,Energy Transfer LP,Basic Materials,Oil & Gas Pipelines,Energy,1,3,
ESXB,USA,Community Bankers Trust Corp,Financial,Diversified Investments,Financial Services,2,2,
ESTE,USA,Earthstone Energy Inc,Basic Materials,Independent Oil & Gas,Energy,3,2,
ESSA,USA,ESSA Bancorp Inc,Financial,Savings & Loans,Banking,0,3,
ESP,USA,Espey MFG and Electronics Corp,Technology,Diversified Electronics,Electronics,0,1,
ESNT,Bermuda,Essent Group Ltd,Financial,Mortgage Investment,Real Estate,0,0,
ESND,USA,Essendant Inc,Consumer Goods,Business Equipment,Consumer Durables,3,4,
